Ticker,Name,RTG_SP_LT_LC_ISSUER_CREDIT,IsJunk,intexp,netinc,eps,ncfdebt,ncf,assets,cashneq,receivables,payables,liabilities,equity,debt,ebit,ebitda,marketcap,ev,roe,roa,fcf,roic,gp,opinc,grossmargin,netmargin,evebitda,evebit,de,divyield,fcfps
NI,NiSource Inc,BBB+,0,378900000,383100000,0.88,494400000,27300000,22659800000.0,148400000.0,905400000.0,725700000.0,16673100000.0,5986700000.0,9642800000.0,885500000,1602900000,10399427627.0,19842227627.0,0.056,0.015,-219100000,0.034,3674100000,890700000,0.705,0.063,12.379,22.0,2.785,0.029,-0.585
DD,DuPont de Nemours Inc,BBB+ *-,0,668000000,498000000,0.67,-264000000,-12445000000,69349000000.0,1540000000.0,3834000000.0,2934000000.0,27793000000.0,40987000000.0,17447000000.0,1306000000,4501000000,47559791231.0,63037791231.0,0.009,0.005,-1088000000,0.026,7456000000,110000000,0.347,0.023,14.005,48.0,0.678,1.28,-1.458
NSC,Norfolk Southern Corp,BBB+,0,604000000,2722000000,10.32,1004000000,134000000,37923000000.0,580000000.0,920000000.0,1428000000.0,22739000000.0,15184000000.0,12196000000.0,4095000000,5234000000,50618749688.0,62002749688.0,0.178,0.073,2250000000,0.089,7878000000,3989000000,0.697,0.241,11.846,15.0,1.498,0.019,8.629
MTZ,MasTec Inc,BB+,1,77026000,392334000,5.22,-201447000,44005000,4997006000.0,71427000.0,850326000.0,535029000.0,3205315000.0,1787220000.0,1668573000.0,586203000,821685000,4897473824.0,6413451824.0,0.244,0.08,458820000,0.153,1112944000,574643000,0.155,0.055,7.805,11.0,1.793,0.0,6.103
ES,Eversource Energy,A-,0,533197000,909053000,2.83,991960000,-92261000,41123915000.0,15432000.0,1170389000.0,1147872000.0,28493921000.0,12629994000.0,15570655000.0,1715749000,2601027000,27542381703.0,43108756703.0,0.075,0.023,-901912000,0.037,3412162000,1590491000,0.4,0.107,16.574,25.0,2.256,0.025,-2.806
NOC,Northrop Grumman Corp,BBB,0,528000000,2248000000,13.28,-729000000,666000000,41089000000.0,2245000000.0,6660000000.0,2226000000.0,32270000000.0,8819000000.0,14078000000.0,3076000000,4341000000,57970213801.0,71973213801.0,0.246,0.056,3033000000,0.122,7259000000,3969000000,0.215,0.066,16.58,23.0,3.659,0.015,17.915
CDK,CDK Global Inc,BB+,1,144300000,207500000,1.71,-259900000,-88900000,2854100000.0,215700000.0,300000000.0,39400000.0,3434800000.0,-596100000.0,2675800000.0,472200000,571800000,5033669630.0,7517369630.0,-0.325,0.07,293100000,0.144,993600000,549500000,0.507,0.106,13.147,16.0,-5.762,0.014,2.41
WFC,Wells Fargo & Co,BBB+,0,0,19549000000,4.08,-8890000000,-32037000000,1927555000000.0,141250000000.0,0.0,0.0,1739571000000.0,187146000000.0,332703000000.0,23706000000,30781000000,227539525121.0,433367525121.0,0.092,0.009,6730000000,0.011,82376000000,24198000000,1.0,0.218,14.079,18.0,9.295,0.036,1.532
NUE,Nucor Corp,A-,0,121425000,1271143000,4.14,4574000,135719000,18344666000.0,1534605000.0,2160102000.0,1201698000.0,7553490000.0,10357866000.0,4383009000.0,1804465000,2539118000,17064955227.0,19742790227.0,0.123,0.07,1373738000,0.116,2679085000,1900921000,0.119,0.056,7.775,11.0,0.729,0.028,4.531
OXY,Occidental Petroleum Corp,BB+ *-,1,1066000000,-667000000,-1.22,15057000000,541000000,109330000000.0,3517000000.0,8900000000.0,7050000000.0,75098000000.0,34232000000.0,40039000000.0,1092000000,7073000000,36813612939.0,80272612939.0,-0.035,-0.012,738000000,0.012,6207000000,646000000,0.292,-0.046,11.349,74.0,2.194,0.076,0.826
OMC,Omnicom Group Inc,BBB+,0,244300000,1339100000,6.09,214400000,653300000,26783400000.0,4305700000.0,7829000000.0,11768400000.0,23409700000.0,2853900000.0,6419100000.0,2087800000,2319300000,17640649476.0,21595549476.0,0.528,0.053,1753800000,0.526,14953700000,2122300000,1.0,0.09,9.311,10.0,8.203,0.032,8.055
OKE,ONEOK Inc,BBB,0,491773000,1278577000,3.09,3348087000,8983000,21812121000.0,20958000.0,835121000.0,1209900000.0,15586170000.0,6225951000.0,12722799000.0,2142764000,2619299000,31258115466.0,43098610466.0,0.203,0.062,-1901570000,0.073,3257171000,1896350000,0.32,0.126,16.454,20.0,2.503,0.047,-4.598
WEN,Wendy's Co/The,B,1,115971000,136940000,0.6,-56635000,-127805000,4994529000.0,334734000.0,117461000.0,22701000.0,4478170000.0,516359000.0,3713675000.0,287452000,419145000,5097843448.0,8360244448.0,0.223,0.027,214480000,0.047,649427000,262579000,0.38,0.08,19.946,29.0,8.673,0.019,0.932
GRUB,Grubhub Inc,B+ *-,1,20493000,-18566000,-0.2,148551000,163472000,2374978000.0,375909000.0,119658000.0,26748000.0,881408000.0,1493570000.0,613441000.0,-6283000,109166000,4448097649.0,4666483649.0,-0.013,-0.008,68951000,-0.008,636680000,-6283000,0.485,-0.014,42.747,-743.0,0.59,0.0,0.756
PH,Parker-Hannifin Corp,BBB+,0,308161000,1206341000,9.39,1117774000,-2534253000,19738189000.0,685514000.0,2099268000.0,1111759000.0,13609660000.0,6113983000.0,8461785000.0,1820426000,2357957000,23498405464.0,31933901464.0,0.194,0.06,1864703000,0.139,3409002000,1753676000,0.249,0.088,13.543,18.0,2.226,0.019,14.543
PPL,PPL Corp,A-,0,994000000,1746000000,2.39,887000000,193000000,45680000000.0,815000000.0,1191000000.0,956000000.0,32689000000.0,12991000000.0,23044000000.0,3149000000,4429000000,25942425583.0,48206425583.0,0.142,0.039,-656000000,0.053,2840000000,2840000000,0.366,0.225,10.884,15.0,2.516,0.046,-0.9
COP,ConocoPhillips,A,0,778000000,7189000000,6.43,-80000000,-789000000,70514000000.0,5088000000.0,3401000000.0,3200000000.0,35464000000.0,34981000000.0,14895000000.0,10234000000,16324000000,71355381415.0,79082381415.0,0.212,0.101,4468000000,0.141,18553000000,10694000000,0.506,0.196,4.845,8.0,1.014,0.021,3.999
FNB,FNB Corp/PA,BBB-,0,0,387000000,1.17,-198000000,111000000,34615000000.0,599000000.0,0.0,0.0,29732000000.0,4883000000.0,4556000000.0,471000000,516000000,4126545836.0,8001545836.0,0.079,0.011,213000000,0.013,1167000000,471000000,1.0,0.325,15.507,17.0,6.089,0.038,0.656
PHM,PulteGroup Inc,BB+,1,0,1016700000,3.67,-331826000,117756000,10715597000.0,1251456000.0,0.0,435916000.0,5257417000.0,5458180000.0,3091613000.0,1339576000,1393575000,10514796159.0,12739693159.0,0.197,0.099,1019426000,0.109,2397389000,1339576000,0.235,0.1,9.142,10.0,0.963,0.012,3.714
PNW,Pinnacle West Capital Corp,A-,0,216723000,538320000,4.79,530463000,4517000,18479247000.0,10283000.0,386420000.0,434430000.0,12926059000.0,5430648000.0,5811818000.0,739270000,1403410000,10109105402.0,15650317402.0,0.096,0.03,-164028000,0.034,1268777000,671960000,0.366,0.155,11.152,21.0,2.38,0.033,-1.459
LNTH,Lantheus Holdings Inc,B+,1,13617000,31667000,0.81,-75915000,-20482000,405919000.0,92919000.0,43529000.0,18608000.0,291318000.0,114601000.0,194070000.0,42244000,55623000,804978367.0,923455367.0,0.324,0.077,58323000,0.092,174811000,51661000,0.503,0.091,16.602,22.0,2.542,0.0,1.496
PBI,Pitney Bowes Inc,BB+,1,110910000,194609000,1.1,-540203000,57180000,5466900000.0,924442000.0,373471000.0,793690000.0,5180804000.0,286096000.0,2953493000.0,292512000,451654000,688518383.0,3424974383.0,1.727,0.034,114954000,0.064,1282986000,138052000,0.4,0.061,7.583,12.0,18.109,0.05,0.673
FBP,First BanCorp/Puerto Rico,B+,1,0,164701000,0.76,-220086000,57896000,12611266000.0,644099000.0,50205000.0,180614000.0,10383193000.0,2228073000.0,854150000.0,236696000,257374000,2301835379.0,2350048379.0,0.076,0.013,273374000,0.019,617428000,239372000,1.0,0.267,9.131,10.0,4.66,0.013,1.258
PNC,PNC Financial Services Group Inc/The,A-,0,0,5369000000,11.43,1983000000,-547000000,410295000000.0,28474000000.0,0.0,0.0,360952000000.0,49314000000.0,60263000000.0,6431000000,7746000000,69945142868.0,106896142868.0,0.104,0.013,7363000000,0.015,17827000000,7253000000,1.0,0.288,13.8,17.0,7.319,0.026,16.472
FICO,Fair Isaac Corp,BB+,1,42177000,236411000,8.13,13284000,50968000,1606240000.0,157394000.0,334180000.0,23033000.0,1275158000.0,331082000.0,907642000.0,299177000,349555000,12335762220.0,13211128220.0,0.915,0.151,342927000,0.259,933420000,295969000,0.721,0.183,37.794,44.0,3.851,0.0,11.798
PPG,PPG Industries Inc,BBB+,0,132000000,1243000000,5.25,41000000,314000000,17708000000.0,1216000000.0,2756000000.0,3496000000.0,12305000000.0,5284000000.0,5844000000.0,1767000000,2278000000,31565474036.0,36407474036.0,0.242,0.07,1667000000,0.149,6493000000,1672000000,0.429,0.082,15.982,21.0,2.329,0.015,7.05
FMBI,First Midwest Bancorp Inc/IL,BBB-,0,0,199738000,1.83,750933000,9963000,17850397000.0,299221000.0,0.0,0.0,15479604000.0,2370793000.0,1892706000.0,265939000,282305000,2535937071.0,3947503071.0,0.087,0.012,210924000,0.015,707334000,265939000,1.0,0.282,13.983,15.0,6.529,0.023,1.95
PGR,Progressive Corp/The,A,0,189700000,3970300000,6.75,0,152400000,54895300000.0,227400000.0,11512700000.0,5962700000.0,40996500000.0,13673200000.0,4407100000.0,5340300000,5646400000,42321372143.0,46681672143.0,0.296,0.075,5951400000,0.096,13551800000,5350000000,0.347,0.101,8.268,9.0,2.998,0.039,10.194
PEG,Public Service Enterprise Group Inc,BBB+,0,569000000,1693000000,3.35,749000000,-23000000,47730000000.0,147000000.0,1552000000.0,1358000000.0,32641000000.0,15089000000.0,16496000000.0,2519000000,3767000000,29863147758.0,45868147758.0,0.114,0.036,213000000,0.043,3593000000,1943000000,0.357,0.168,12.176,18.0,2.163,0.032,0.423
FUL,HB Fuller Co,BB,1,103287000,130817000,2.57,-286938000,-38602000,3985734000.0,112191000.0,493181000.0,298869000.0,2762945000.0,1222347000.0,1979116000.0,283512000,424718000,2542957320.0,4520303320.0,0.111,0.032,218328000,0.082,806922000,225994000,0.279,0.045,10.643,16.0,2.26,0.013,4.288
R,Ryder System Inc,BBB,0,241381000,-24410000,-0.47,1225171000,5473000,14475334000.0,73584000.0,1228490000.0,594712000.0,11999024000.0,2476310000.0,7924788000.0,197972000,2162736000,2894290964.0,10565000964.0,-0.01,-0.002,-1076654000,0.011,1370577000,259516000,0.154,-0.003,4.885,53.0,4.846,0.041,-20.203
EIX,Edison International,BBB,0,841000000,1405000000,3.78,3442000000,-82000000,64273000000.0,24000000.0,1265000000.0,1779000000.0,46446000000.0,15582000000.0,16450000000.0,1968000000,3771000000,27042111590.0,42865111590.0,0.094,0.021,-5184000000,0.027,4490000000,1775000000,0.364,0.104,11.367,22.0,2.981,0.033,-15.247
SLB,Schlumberger NV,A,0,609000000,-10137000000,-7.32,-839000000,-298000000,56312000000.0,1137000000.0,7747000000.0,10663000000.0,32136000000.0,23760000000.0,15294000000.0,-9839000000,-6250000000,55652448533.0,71142448533.0,-0.339,-0.159,2695000000,-0.261,4197000000,-10142000000,0.128,-0.308,-11.383,-7.0,1.353,0.05,1.946
HWC,Hancock Whitney Corp,BBB,0,0,327380000,3.72,1065372000,48732000,30600757000.0,542333000.0,0.0,0.0,27133072000.0,3467685000.0,3076037000.0,392739000,444485000,3826959974.0,5795916974.0,0.097,0.011,309233000,0.013,1163416000,392739000,1.0,0.281,13.04,15.0,7.825,0.025,3.575
SCHW,Charles Schwab Corp/The,A,0,0,3704000000,2.69,593000000,7350000000,294005000000.0,49828000000.0,21767000000.0,39220000000.0,272260000000.0,21745000000.0,7430000000.0,4848000000,5197000000,60985609670.0,31996609670.0,0.164,0.012,8617000000,0.02,10721000000,4848000000,1.0,0.329,6.157,7.0,12.521,0.014,6.573
SHW,Sherwin-Williams Co/The,BBB-,0,349300000,1541300000,16.79,-658600000,6300000,20496200000.0,161800000.0,2088900000.0,1876300000.0,16372900000.0,4123300000.0,10427500000.0,2331100000,3276800000,53866133910.0,64301411910.0,0.402,0.074,1992400000,0.16,8036100000,2287200000,0.449,0.086,19.623,28.0,3.971,0.008,21.584
SJM,J M Smucker Co/The,BBB,0,189200000,779500000,6.84,-287600000,289800000,16970400000.0,391100000.0,551400000.0,782000000.0,8779500000.0,8190900000.0,5777800000.0,1215900000,1662400000,13104097962.0,18597997962.0,0.096,0.046,987900000,0.162,3002000000,1223100000,0.385,0.1,11.187,15.0,1.072,0.03,8.663
SNA,Snap-on Inc,A-,0,49000000,693500000,12.59,17600000,43600000,5693500000.0,184500000.0,2258900000.0,198500000.0,2262700000.0,3409100000.0,1187300000.0,954300000,1046700000,9280002251.0,10326602251.0,0.21,0.124,576900000,0.213,2089900000,962300000,0.514,0.17,9.866,11.0,0.664,0.023,10.47
HNGR,Hanger Inc,B+,1,34258000,27525000,0.74,-9345000,-20695000,842253000.0,74419000.0,159359000.0,48477000.0,832749000.0,9504000.0,621633000.0,64737000,100662000,1030897762.0,1599345762.0,-1.927,0.035,28339000,0.069,368050000,65428000,0.335,0.025,15.888,25.0,87.621,0.0,0.76
SO,Southern Co/The,A-,0,1736000000,4754000000,4.53,13000000,459000000,118700000000.0,1975000000.0,3409000000.0,2557000000.0,86650000000.0,31759000000.0,48686000000.0,8288000000,11619000000,66804355099.0,111656355099.0,0.151,0.041,-1943000000,0.057,8397000000,5167000000,0.392,0.221,9.61,13.0,2.728,0.039,-1.858
TFC,Truist Financial Corp,A-,0,0,3224000000,3.76,4112000000,15221000000,473078000000.0,19065000000.0,0.0,0.0,406520000000.0,66558000000.0,59557000000.0,4006000000,4636000000,43158212557.0,76065212557.0,0.075,0.01,1520000000,0.013,11953000000,4019000000,1.0,0.253,16.408,19.0,6.108,0.03,1.888
LUV,Southwest Airlines Co,BBB,0,118000000,2300000000,4.28,-615000000,694000000,25895000000.0,2548000000.0,1086000000.0,1574000000.0,16063000000.0,9832000000.0,3996000000.0,3075000000,4294000000,28408385282.0,30301385282.0,0.233,0.087,2960000000,0.166,15495000000,2957000000,0.691,0.103,7.057,10.0,1.634,0.013,5.624
GPI,Group 1 Automotive Inc,BB+,1,136500000,174000000,9.35,-49500000,9300000,5570200000.0,23800000.0,478900000.0,527500000.0,4314500000.0,1255700000.0,3330800000.0,363800000,435400000,1861911200.0,5024611200.0,0.147,0.033,222500000,0.074,1816000000,363800000,0.151,0.014,11.54,14.0,3.436,0.011,12.43
SWN,Southwestern Energy Co,BB-,1,174000000,891000000,1.65,-94000000,-196000000,6717000000.0,5000000.0,345000000.0,525000000.0,3471000000.0,3246000000.0,2395000000.0,654000000,1125000000,1309938561.0,3551938561.0,0.287,0.135,-81000000,0.083,936000000,270000000,0.308,0.293,3.157,5.0,1.069,0.0,-0.15
SWK,Stanley Black & Decker Inc,A,0,284300000,955800000,6.44,-671900000,3200000,20596600000.0,297700000.0,1454600000.0,2087800000.0,11454400000.0,9136300000.0,3516800000.0,1400900000,1961100000,25218758284.0,30273858284.0,0.114,0.045,1081000000,0.182,4805500000,1627400000,0.333,0.066,15.437,22.0,1.254,0.016,7.111
PSA,Public Storage,A,0,45641000,1520534000,7.3,494980000,49535000,11365444000.0,409743000.0,0.0,0.0,2285777000.0,9062911000.0,1902493000.0,1566175000,2079093000,37199958428.0,38551036428.0,0.143,0.114,1595649000,0.127,2050040000,1465139000,0.72,0.447,18.542,25.0,0.252,0.038,9.155
CAL,Caleres Inc,B+,1,33123000,62819000,1.53,-60000000,15018000,2431707000.0,45218000.0,162181000.0,267018000.0,1782577000.0,645950000.0,1230292000.0,112453000,178015000,711386828.0,1926392828.0,0.099,0.025,121270000,0.05,1184360000,103813000,0.405,0.022,10.822,17.0,2.76,0.016,2.992
GT,Goodyear Tire & Rubber Co/The,B+,1,340000000,-297000000,-1.33,-119000000,101000000,17185000000.0,908000000.0,1941000000.0,2908000000.0,12640000000.0,4351000000.0,6530000000.0,517000000,1312000000,3617525382.0,10264525383.0,-0.063,-0.016,437000000,0.028,3143000000,615000000,0.213,-0.02,7.824,20.0,2.905,0.041,1.876
TILE,Interface Inc,BB-,1,25656000,79200000,1.34,-21692000,312000,1423049000.0,81301000.0,177482000.0,75687000.0,1054847000.0,368202000.0,703943000.0,127472000,178307000,966247680.0,1614633680.0,0.222,0.056,67121000,0.085,525454000,130903000,0.391,0.059,9.055,13.0,2.865,0.016,1.139
SYY,Sysco Corp,BBB-,0,408220000,215475000,0.42,6280987000,5563325000,22628266000.0,6059427000.0,2893551000.0,3447065000.0,21469653000.0,1158613000.0,15077542000.0,701604000,1615745000,26548419465.0,35808894465.0,0.105,0.011,926974000,0.039,9901664000,749505000,0.187,0.004,22.162,51.0,18.53,0.032,1.817
IIVI,II-VI Inc,BB-,1,89409000,-67029000,-0.79,1192822000,288174000,5234714000.0,493046000.0,598124000.0,268773000.0,3157911000.0,2076803000.0,2374677000.0,25481000,246363000,4308931670.0,6317453670.0,-0.032,-0.013,156665000,0.006,819550000,25481000,0.344,-0.028,25.643,248.0,1.521,0.0,1.717
TXN,Texas Instruments Inc,A+,0,170000000,5017000000,5.33,741000000,-1000000,18018000000.0,2437000000.0,1074000000.0,388000000.0,9111000000.0,8907000000.0,5803000000.0,5898000000,6948000000,119922341326.0,121830341326.0,0.575,0.283,5802000000,0.456,9164000000,5723000000,0.637,0.349,17.535,21.0,1.023,0.025,6.199
GFF,Griffon Corp,B+,1,66544000,53429000,1.25,-68835000,145712000,2456017000.0,218089000.0,432550000.0,232107000.0,1755866000.0,700151000.0,1214866000.0,149301000,211710000,926694036.0,2147963036.0,0.098,0.023,85362000,0.064,641426000,155028000,0.266,0.022,10.146,14.0,2.508,0.015,2.004
TXT,Textron Inc,BBB,0,171000000,815000000,3.52,49000000,194000000,15018000000.0,1357000000.0,921000000.0,1378000000.0,9500000000.0,5518000000.0,3810000000.0,1113000000,1523000000,10212475480.0,13331475480.0,0.151,0.055,619000000,0.093,2224000000,1113000000,0.163,0.06,8.753,12.0,1.722,0.002,2.712
DOC,Physicians Realty Trust,BBB-,0,65022000,74483000,0.39,98699000,-16806000,4346581000.0,2355000.0,7972000.0,6348000.0,1837697000.0,2408948000.0,1697743000.0,139505000,285941000,3567204071.0,5186040071.0,0.031,0.017,68893000,0.024,290462000,110927000,0.699,0.176,18.137,37.0,0.763,0.049,0.371
TMO,Thermo Fisher Scientific Inc,BBB+,0,676000000,3696000000,9.24,-1405000000,305000000,58381000000.0,2399000000.0,4349000000.0,1920000000.0,28706000000.0,29675000000.0,17752000000.0,4746000000,7023000000,130270019915.0,146050019915.0,0.128,0.065,4083000000,0.176,11328000000,4594000000,0.444,0.145,20.796,31.0,0.967,0.002,10.207
REXR,Rexford Industrial Realty Inc,BBB,0,26875000,61979000,0.47,99699000,-101744000,3638622000.0,78857000.0,35560000.0,31112000.0,1016173000.0,2556177000.0,857842000.0,88854000,187745000,5065621909.0,5725801909.0,0.022,0.015,-833228000,0.023,203941000,74579000,0.763,0.189,30.498,64.0,0.398,0.016,-7.831
TIF,Tiffany & Co,BBB+ *+,0,38500000,541100000,4.47,38500000,82100000,6660100000.0,874700000.0,240000000.0,541500000.0,3324700000.0,3322900000.0,2243200000.0,728800000,988500000,16074767561.0,17736767561.0,0.169,0.085,350300000,0.104,2761900000,732600000,0.624,0.122,17.943,24.0,1.001,0.017,2.893
CDAY,Ceridian HCM Holding Inc,B+,1,32400000,78700000,0.55,-7200000,552300000,6085700000.0,281300000.0,80400000.0,43200000.0,4203400000.0,1882300000.0,716000000.0,66700000,123800000,9766670179.0,10193670179.0,0.044,0.012,-4600000,0.069,368200000,72300000,0.447,0.095,82.34,153.0,2.233,0.0,-0.032
BCO,Brink's Co/The,BB,1,90600000,29000000,0.58,31300000,-10500000,3763800000.0,469000000.0,635600000.0,184500000.0,3556200000.0,191800000.0,1862000000.0,180600000,365600000,4536259927.0,6077859927.0,0.161,0.008,203800000,0.055,851100000,236800000,0.231,0.008,16.624,34.0,18.541,0.007,4.06
TJX,TJX Cos Inc/The,A,0,10026000,3272193000,2.71,0,186523000,24145003000.0,3216752000.0,386261000.0,2672557000.0,18196791000.0,5948212000.0,11464474000.0,4416209000,5283512000,71035965825.0,80445991825.0,0.597,0.14,2843424000,0.175,11871197000,4416209000,0.285,0.078,15.226,18.0,3.059,0.015,2.354
ITRI,Itron Inc,BB,1,52453000,49006000,1.24,-87657000,27576000,2707841000.0,149904000.0,472925000.0,328128000.0,1907026000.0,776538000.0,1001401000.0,122076000,255434000,3321765165.0,4216233165.0,0.067,0.018,112091000,0.076,752319000,132683000,0.301,0.02,16.506,35.0,2.456,0.0,2.834
GL,Globe Life Inc,A,0,84306000,760790000,6.83,-18485000,-45093000,25977460000.0,75933000.0,441662000.0,0.0,18683153000.0,7294307000.0,1647726000.0,1015493000,1015493000,11397348627.0,12915177627.0,0.111,0.03,1321671000,0.039,2170183000,1015585000,0.479,0.168,12.718,13.0,2.561,0.006,12.205
JCI,Johnson Controls International plc,BBB+,0,231000000,631000000,0.84,385000000,-861000000,40815000000.0,1951000000.0,5294000000.0,3120000000.0,22282000000.0,17447000000.0,7819000000.0,970000000,1792000000,30394341478.0,36146341478.0,0.035,0.015,1903000000,0.069,7411000000,963000000,0.332,0.028,20.171,37.0,1.277,0.025,2.558
KEX,Kirby Corp,BBB-,0,55994000,142347000,2.38,-44773000,16937000,6079097000.0,24737000.0,379174000.0,206778000.0,2707505000.0,3368623000.0,1536548000.0,245142000,464774000,5367054910.0,6956079910.0,0.043,0.023,263649000,0.04,808353000,242027000,0.285,0.05,14.967,28.0,0.804,0.0,4.398
UNP,Union Pacific Corp,A-,0,1050000000,5919000000,8.41,3163000000,-472000000,61673000000.0,831000000.0,1595000000.0,3094000000.0,43545000000.0,18128000000.0,26671000000.0,8797000000,11013000000,125504397209.0,151531397209.0,0.329,0.096,5156000000,0.107,16363000000,8554000000,0.754,0.273,13.759,17.0,2.402,0.02,7.329
UNH,UnitedHealth Group Inc,A+,0,1704000000,13839000000,14.55,3994000000,119000000,173889000000.0,10985000000.0,21462000000.0,40695000000.0,111727000000.0,57616000000.0,40678000000.0,19285000000,22005000000,278521040827.0,311052040827.0,0.255,0.082,16392000000,0.303,57598000000,19685000000,0.238,0.057,14.136,16.0,1.939,0.014,17.237
UNM,Unum Group,BBB,0,177400000,1100300000,5.25,348800000,-9900000,67013400000.0,84100000.0,6383600000.0,24000000.0,57048400000.0,9965000000.0,3326600000.0,1559500000,1669600000,6014788702.0,9375088702.0,0.115,0.017,1590700000,0.023,4502700000,1586800000,0.375,0.092,5.615,6.0,5.725,0.037,7.712
MRO,Marathon Oil Corp,BBB-,0,244000000,480000000,0.59,-2000000,-604000000,20245000000.0,858000000.0,1122000000.0,1419000000.0,8092000000.0,12153000000.0,5501000000.0,636000000,3033000000,10863029587.0,15201029587.0,0.039,0.023,199000000,0.028,3873000000,636000000,0.746,0.092,5.012,24.0,0.666,0.015,0.246
X,United States Steel Corp,B-,1,222000000,-630000000,-3.67,1307000000,-101000000,11608000000.0,749000000.0,2643000000.0,2390000000.0,7515000000.0,4092000000.0,3878000000.0,-230000000,386000000,1940133055.0,4276133055.0,-0.15,-0.056,-566000000,-0.022,855000000,-309000000,0.066,-0.049,11.078,-19.0,1.837,0.018,-3.329
VTR,Ventas Inc,BBB+,0,451662000,433016000,1.18,363505000,13158000,24692208000.0,146102000.0,0.0,1145939000.0,13873078000.0,10445892000.0,12409969000.0,828368000,1873988000,21521778199.0,33615603199.0,0.041,0.018,66866000,0.024,2062223000,852981000,0.532,0.112,17.938,41.0,1.328,0.055,0.179
VFC,VF Corp,A *-,0,92042000,679449000,1.72,996864000,854736000,11133251000.0,1369028000.0,1308051000.0,407021000.0,7775917000.0,3357334000.0,4858750000.0,869553000,1529879000,22810885212.0,25450954212.0,0.163,0.062,540691000,0.106,5798036000,927805000,0.553,0.065,16.636,29.0,2.316,0.125,1.367
VNO,Vornado Realty Trust,BBB,0,286623000,3147937000,16.23,-1648477000,890226000,18287013000.0,1607131000.0,837939000.0,440049000.0,10087120000.0,6732030000.0,7904863000.0,3537999000,3976932000,12691546347.0,19424116347.0,0.493,0.172,876539000,0.141,1006719000,1145044000,0.523,1.61,4.884,5.0,1.498,0.069,4.594
KREF,KKR Real Estate Finance Trust Inc,BB-,1,0,89965000,1.58,920980000,-18912000,5057018000.0,67619000.0,0.0,9280000.0,3933306000.0,1122018000.0,3892304000.0,90544000,90544000,1173876025.0,5144367025.0,0.081,0.017,91713000,0.01,121473000,90544000,1.0,0.745,56.816,57.0,3.506,0.084,1.597
VMC,Vulcan Materials Co,BBB+,0,130155000,617662000,4.67,-133023000,230102000,10648793000.0,274506000.0,570116000.0,265159000.0,5026936000.0,5621857000.0,3172382000.0,883015000,1257611000,19057739574.0,22140808574.0,0.114,0.059,622689000,0.1,1255901000,877458000,0.255,0.125,17.605,25.0,0.894,0.009,4.707
PRA,ProAssurance Corp,BBB- *-,0,16636000,1004000,0.02,-1447000,94898000,4805599000.0,175369000.0,695783000.0,52946000.0,3293686000.0,1511913000.0,307872000.0,-12168000,6497000,1944022497.0,2150056497.0,0.001,0.0,138580000,-0.003,245919000,-12168000,0.246,0.001,330.931,-177.0,2.178,0.034,2.579
GHC,Graham Holdings Co,BB,1,29779000,327855000,61.7,46714000,-50071000,5931236000.0,214044000.0,624216000.0,507701000.0,2598785000.0,3319239000.0,1082547000.0,456234000,662067000,3395839510.0,4281646510.0,0.106,0.06,71660000,0.126,908894000,144546000,0.31,0.112,6.467,9.0,0.783,0.009,13.559
WY,Weyerhaeuser Co,BBB-,0,378000000,-76000000,-0.1,-270000000,-195000000,16406000000.0,139000000.0,309000000.0,246000000.0,8229000000.0,8177000000.0,6377000000.0,165000000,675000000,22503300540.0,28940300540.0,-0.009,-0.005,879000000,0.007,1095000000,651000000,0.167,-0.012,42.875,175.0,1.006,0.045,1.178
WHR,Whirlpool Corp,BBB,0,187000000,1184000000,18.6,-972000000,414000000,18881000000.0,1952000000.0,2198000000.0,4547000000.0,14763000000.0,3195000000.0,5771000000.0,1725000000,2312000000,9323862953.0,14539862953.0,0.402,0.062,698000000,0.161,3533000000,1571000000,0.173,0.058,6.289,8.0,4.621,0.032,10.958
WMB,Williams Cos Inc/The,BBB,0,1218000000,850000000,0.7,-146000000,121000000,46040000000.0,289000000.0,996000000.0,552000000.0,29676000000.0,13363000000.0,22288000000.0,2403000000,4117000000,28749798390.0,50759798390.0,0.061,0.018,1596000000,0.042,4667000000,1921000000,0.569,0.103,12.329,21.0,2.221,0.064,1.317
WEC,WEC Energy Group Inc,A-,0,501500000,1135200000,3.6,925600000,-63800000,34951800000.0,37500000.0,1176500000.0,908100000.0,24838400000.0,10113400000.0,12735000000.0,1761700000,2688000000,29092624927.0,41348924927.0,0.113,0.033,84700000,0.044,2457700000,1531400000,0.327,0.151,15.383,23.0,2.456,0.026,0.269
ADBE,Adobe Inc,A,0,157214000,2951458000,6.07,0,1007446000,20762000000.0,2650000000.0,1535000000.0,209000000.0,10232000000.0,10530000000.0,4138000000.0,3361955000,4098624000,149836851844.0,151764820844.0,0.291,0.148,4027334000,1.565,9498577000,3268121000,0.85,0.264,37.028,45.0,0.972,0.0,8.282
AES,AES Corp/The,BBB-,0,1050000000,303000000,0.46,692000000,-72000000,33648000000.0,1365000000.0,1479000000.0,1311000000.0,28419000000.0,2996000000.0,20173000000.0,1705000000,2750000000,13211463854.0,31372463854.0,0.096,0.009,61000000,0.037,2349000000,1888000000,0.231,0.03,11.408,18.0,9.486,0.027,0.092
